,Unnamed: 0,Speech Level,Model,Token,SHAP Value,Cue Type
0,0,6,kobert,났,0.0667143105116944,Other
1,1,6,kobert,▁복귀,0.0669298730790615,Other
2,2,6,kobert,▁명,0.0676533388905227,Other
3,3,6,kobert,▁보,0.0684171250322833,Other
4,4,6,kobert,얼,0.0687347529456019,Other
5,5,6,kobert,힐,0.0690047262469306,Other
6,6,6,kobert,싶,0.0691670044325292,Other
7,7,6,kobert,▁일을,0.0699537117034196,Other
8,8,6,kobert,▁기,0.0702115991734899,Other
9,9,6,kobert,씨,0.0710905836895108,Other
10,10,6,kobert,춰,0.0712571786352782,Other
11,11,6,kobert,▁얼굴,0.0716400342062115,Other
12,12,6,kobert,▁편,0.071773063391447,Other
13,13,6,kobert,워,0.0720250066369772,Other
14,14,6,kobert,며,0.0732472976669669,Other
15,15,6,kobert,▁일,0.074538082582876,Other
16,16,6,kobert,▁3,0.0745934974402189,Other
17,17,6,kobert,▁걷,0.0753032825887203,Other
18,18,6,kobert,▁연,0.0758067313581705,Other
19,19,6,kobert,▁잠,0.0764183867722749,Other
20,20,6,kobert,홈쇼핑,0.0769605115056037,Other
21,21,6,kobert,▁길,0.0773447430692613,Other
22,22,6,kobert,자,0.0773829647708529,Other
23,23,6,kobert,다,0.0784587766975164,Sentence ending
24,24,6,kobert,복,0.0792764350771904,Other
25,25,6,kobert,▁모든,0.079807517118752,Other
26,26,6,kobert,▁교,0.0799464061856269,Other
27,27,6,kobert,호,0.0806758161634206,Other
28,28,6,kobert,▁그리고,0.0807308424264192,Other
29,29,6,kobert,싸움,0.0814166548661887,Other
30,30,6,kobert,들을,0.0814517671242356,Other
31,31,6,kobert,와,0.0816055089235305,Sentence ending
32,32,6,kobert,▁오,0.0828565713018179,Other
33,33,6,kobert,▁갖,0.084354774095118,Other
34,34,6,kobert,▁것,0.084563901182264,Other
35,35,6,kobert,물을,0.0848991610109806,Other
36,36,6,kobert,털,0.0850847326219081,Other
37,37,6,kobert,▁커피,0.085426521487534,Other
38,38,6,kobert,▁함,0.0855528526008129,Other
39,39,6,kobert,꼬,0.0879137576557695,Other
40,40,6,kobert,▁장난,0.0882623773068189,Other
41,41,6,kobert,어야,-0.0892948692198842,Other
42,42,6,kobert,▁좋,0.0894041550345718,Other
43,43,6,kobert,▁묘,0.0912820445373654,Other
44,44,6,kobert,절,0.0913972556591034,Other
45,45,6,kobert,▁많이,0.0919223092496395,Other
46,46,6,kobert,▁어떤,0.0925616389140486,Other
47,47,6,kobert,▁쪽,0.0932597070932388,Other
48,48,6,kobert,▁숙,0.0935670807957649,Other
49,49,6,kobert,▁치,0.0946153327822685,Other
50,50,6,kobert,색,0.0953543632058426,Other
51,51,6,kobert,▁내가,0.0965428466151934,Addressee term
52,52,6,kobert,에는,0.0971803441643714,Other
53,53,6,kobert,쿵,0.0972737986594438,Other
54,54,6,kobert,햄,0.0975734032690525,Other
55,55,6,kobert,▁식품,0.0976331830024719,Other
56,56,6,kobert,꼼,0.0982344415970146,Other
57,57,6,kobert,▁아무,0.1000314438715577,Other
58,58,6,kobert,버,0.1023514494299888,Other
59,59,6,kobert,▁누구,0.1035417877137661,Other
60,60,6,kobert,찬,0.1108190789818763,Other
61,61,6,kobert,▁차,0.1118520721793174,Other
62,62,6,kobert,이란,0.1126025393168674,Other
63,63,6,kobert,▁내리,0.1137444768100977,Other
64,64,6,kobert,▁마음,0.1148859644308686,Other
65,65,6,kobert,▁내,0.1154771000146865,Other
66,66,6,kobert,▁때문이다,0.1172543670982122,Sentence ending
67,67,6,kobert,족,0.1201293934136629,Other
68,68,6,kobert,시켜,0.122474412433803,Other
69,69,6,kobert,이었다,0.1229037220861452,Sentence ending
70,70,6,kobert,▁같다,0.1242469944991171,Sentence ending
71,71,6,kobert,협,0.1268720179796219,Other
72,72,6,kobert,▁병,0.130711153615266,Other
73,73,6,kobert,박,0.1318881744518876,Other
74,74,6,kobert,입,0.1423275042325258,Other
75,75,6,kobert,▁것이다,0.1445486834272742,Sentence ending
76,76,6,kobert,▁물어,0.1474026842042803,Sentence ending
77,77,6,kobert,라,0.1484727467340074,Sentence ending
78,78,6,kobert,▁보여주,0.1539064199023414,Other
79,79,6,kobert,▁부모,0.1569673549383878,Addressee term
80,80,6,kobert,했다,0.1570276420679874,Sentence ending
81,81,6,kobert,▁출근,0.1574070155620575,Other
82,82,6,kobert,▁먼저,0.158566303551197,Other
83,83,6,kobert,▁선생님,0.1692037628963589,Honorific marker
84,84,6,kobert,▁아니다,0.1759122794028371,Sentence ending
85,85,6,kobert,았다,0.1902064608875662,Sentence ending
86,86,6,kobert,한다,0.1909538016188889,Sentence ending
87,87,6,kobert,▁아니냐,0.2079945906880311,Sentence ending
88,88,6,kobert,봤다,0.2183137508109212,Sentence ending
89,89,6,kobert,냐,0.2259923325865782,Sentence ending
90,90,6,kobert,▁한다,0.2428649185458198,Sentence ending
91,91,6,kobert,▁됐다,0.2483879280043766,Sentence ending
92,92,6,kobert,이다,0.2530592407929362,Sentence ending
93,93,6,kobert,▁좋다,0.2643308013211936,Sentence ending
94,94,6,kobert,▁보다,0.2768959652166813,Sentence ending
95,95,6,kobert,린다,0.2938411198168372,Sentence ending
96,96,6,kobert,▁했다,0.3161874432116747,Sentence ending
97,97,6,kobert,났다,0.4192607933655381,Sentence ending
98,98,6,kobert,▁아니었다,0.4396956090349704,Sentence ending
99,99,6,kobert,▁싶다,0.4999607969075441,Sentence ending
100,100,6,multi,인 ,0.029947799369097,Other
101,101,6,multi,언제나 ,0.029983024718831,Other
102,102,6,multi,가지 ,0.0299856969247684,Other
103,103,6,multi,죽,0.030199466046838,Other
104,104,6,multi,날 ,0.0305842130269411,Other
105,105,6,multi,어,0.030674064927247,Other
106,106,6,multi,하지 ,0.0307932164271278,Other
107,107,6,multi,여,0.0309691080476568,Other
108,108,6,multi,깎,0.0318202753147716,Other
109,109,6,multi,구,0.0322243583892714,Other
110,110,6,multi,멈,0.0335524725188634,Other
111,111,6,multi,주의 ,0.0335819500917295,Other
112,112,6,multi,명,0.034338845434604,Other
113,113,6,multi,잊,0.0349790193855218,Other
114,114,6,multi,버,0.0350531509660072,Other
115,115,6,multi,하다 ,0.0355677372324407,Sentence ending
116,116,6,multi,치,0.0378604093086778,Other
117,117,6,multi,들,0.0381085927638196,Other
118,118,6,multi,라도 ,0.0386178732171629,Other
119,119,6,multi,가게 ,0.039389647884036,Other
120,120,6,multi,시,0.0408178621137267,Other
121,121,6,multi,모,0.0411450013211833,Other
122,122,6,multi,뚝,-0.0420474875501213,Other
123,123,6,multi,녀 ,0.0434996858912768,Other
124,124,6,multi,본 ,0.0452625633233765,Other
125,125,6,multi,아니,0.0457208524038321,Other
126,126,6,multi,되,0.0459774141671687,Other
127,127,6,multi,기,0.0473251374858705,Other
128,128,6,multi,쏘,0.0473775803492344,Other
129,129,6,multi,틀,0.0497044376812709,Other
130,130,6,multi,봐,0.0502101713215746,Sentence ending
131,131,6,multi,느낌이 ,-0.0512750286061418,Other
132,132,6,multi,같,0.051484209554701,Other
133,133,6,multi,밀,0.0516399655207351,Other
134,134,6,multi,겠,0.0535611223155001,Other
135,135,6,multi,참,0.0547463660586799,Other
136,136,6,multi,무,0.0558924632011894,Other
137,137,6,multi,일,0.0585043095685477,Other
138,138,6,multi,주,0.0591660753605803,Other
139,139,6,multi,꽤,0.0592499075619343,Other
140,140,6,multi,댔,0.059544608285023,Other
141,141,6,multi,모르,0.0596801017861707,Other
142,142,6,multi,됐,0.0600457222037675,Other
143,143,6,multi,좋았,0.0601199648026522,Other
144,144,6,multi,될 ,0.0620260929342748,Other
145,145,6,multi,것 ,0.0626351719547528,Other
146,146,6,multi,것은 ,0.0629943510539305,Other
147,147,6,multi,꼼,0.0687465394212267,Other
148,148,6,multi,증,0.0692231103971607,Other
149,149,6,multi,라 ,0.0709013874252377,Sentence ending
150,150,6,multi,기분 ,0.0713322101000812,Other
151,151,6,multi,싶,0.0713987107660614,Other
152,152,6,multi,뭘 ,0.0717880055171917,Other
153,153,6,multi,내고 ,0.0731041398003071,Other
154,154,6,multi,보다 ,0.0744762131826064,Sentence ending
155,155,6,multi,손,0.0758259825474851,Other
156,156,6,multi,사,0.0763660338088811,Other
157,157,6,multi,이제 ,-0.0776784217182466,Other
158,158,6,multi,부,0.0792576216763336,Other
159,159,6,multi,것이 ,0.0841584625247075,Other
160,160,6,multi,가,0.0896905822393989,Other
161,161,6,multi,줘,0.110765154258388,Other
162,162,6,multi,위한 ,0.1273911553489597,Other
163,163,6,multi,노,0.1288153807854541,Other
164,164,6,multi,다 ,0.1330230405964982,Sentence ending
165,165,6,multi,춰,0.1346657222095473,Other
166,166,6,multi,쳐,0.1403149670886705,Other
167,167,6,multi,워,0.15343846899259,Other
168,168,6,multi,마,0.1683916933725413,Other
169,169,6,multi,거,0.1934482053227384,Other
170,170,6,multi,마음이 ,0.2069569082223097,Other
171,171,6,multi,않,0.2091603795066703,Other
172,172,6,multi,원이 ,0.2295927299201139,Other
173,173,6,multi,간다,0.2685272116195847,Sentence ending
174,174,6,multi,이란,0.3172663126813404,Other
175,175,6,multi,급,0.318773704691921,Other
176,176,6,multi,해서,0.3414177350405225,Other
177,177,6,multi,이다 ,0.389024971840513,Sentence ending
178,178,6,multi,다,0.4149845988275291,Sentence ending
179,179,6,multi,보여주,0.4344356709486874,Other
180,180,6,multi,른다,0.5636919108419534,Sentence ending
181,181,6,multi,라,0.6346645653460143,Sentence ending
182,182,6,multi,았다,0.7140859608798564,Sentence ending
183,183,6,multi,이었다,0.7364636326052884,Sentence ending
184,184,6,multi,같다,0.7518190883965872,Sentence ending
185,185,6,multi,때문이다,0.7725499001544449,Sentence ending
186,186,6,multi,났다,0.78161647255547,Sentence ending
187,187,6,multi,린다,0.7905273242386102,Sentence ending
188,188,6,multi,됐다,0.821858209349557,Sentence ending
189,189,6,multi,했다,0.8372189437450288,Sentence ending
190,190,6,multi,것이다,0.9293480324868142,Sentence ending
191,191,6,multi,아니다,0.935625004769463,Sentence ending
192,192,6,multi,이다,0.9372619413401632,Sentence ending
193,193,6,multi,냐,0.9387521803272644,Sentence ending
194,194,6,multi,보다,0.973633312723905,Sentence ending
195,195,6,multi,한다,0.985068830833067,Sentence ending
196,196,6,multi,싶다,0.997355732426513,Sentence ending
197,197,6,multi,있다,0.9979377383842802,Sentence ending
198,198,6,multi,좋다,0.9982897307600068,Sentence ending
199,199,6,multi,었다,0.9987367823487148,Sentence ending
200,200,5,kobert,▁보험,0.1517082420177757,Other
201,201,5,kobert,▁누구,0.1519285182002931,Other
202,202,5,kobert,▁호,0.1526844161562621,Other
203,203,5,kobert,뒀,0.1537558061536401,Other
204,204,5,kobert,▁정,0.1542695155367255,Other
205,205,5,kobert,▁없다고,0.1556387350428849,Other
206,206,5,kobert,면서,0.155921884230338,Other
207,207,5,kobert,미,0.1563456929288804,Other
208,208,5,kobert,▁차,0.1573897031601518,Other
209,209,5,kobert,이나,0.1574510685556257,Other
210,210,5,kobert,라고,0.1582794753568513,Other
211,211,5,kobert,▁말이,0.1585277803242206,Other
212,212,5,kobert,▁좋은,0.1585551546886563,Other
213,213,5,kobert,▁게,0.1590861083241179,Other
214,214,5,kobert,팽,0.1606895732693374,Other
215,215,5,kobert,▁않아,0.1611406723968684,Other
216,216,5,kobert,▁등에,0.1612742152065038,Other
217,217,5,kobert,▁담배,0.1621826379559934,Other
218,218,5,kobert,▁통화,0.162281563039869,Other
219,219,5,kobert,▁미리,0.16338452976197,Other
220,220,5,kobert,▁자,0.1647483939304947,Other
221,221,5,kobert,▁아무,0.1658762407799562,Other
222,222,5,kobert,▁생각해,0.165913654025644,Sentence ending
223,223,5,kobert,▁일단,0.166176175000146,Other
224,224,5,kobert,▁누가,0.1664806571789086,Other
225,225,5,kobert,▁혼자,0.1666602594777941,Other
226,226,5,kobert,하게,0.1684617148712277,Sentence ending
227,227,5,kobert,해,0.1707240651335774,Sentence ending
228,228,5,kobert,▁한마디,0.173417491838336,Other
229,229,5,kobert,▁있어,0.1736950964301026,Sentence ending
230,230,5,kobert,그래,0.1748518773529213,Other
231,231,5,kobert,것,0.1749496776610613,Other
232,232,5,kobert,▁그렇게,0.1781192591879516,Other
233,233,5,kobert,▁경찰,0.1787428501993417,Other
234,234,5,kobert,▁아직,0.1790318796411156,Other
235,235,5,kobert,▁일어나,0.1811242438852787,Other
236,236,5,kobert,▁자기,0.1817148515256121,Other
237,237,5,kobert,▁의무,0.1829768288880586,Other
238,238,5,kobert,▁그리고,-0.186137045675423,Other
239,239,5,kobert,▁달라,-0.1899917321279645,Other
240,240,5,kobert,프,0.1935607967898249,Other
241,241,5,kobert,▁사람,0.194775435142219,Other
242,242,5,kobert,▁무조건,0.1952321864664554,Other
243,243,5,kobert,▁울,0.1962934667244553,Other
244,244,5,kobert,안,0.1965128886513412,Other
245,245,5,kobert,▁지켜,0.1976461037993431,Other
246,246,5,kobert,▁꽃,0.1997730573639273,Other
247,247,5,kobert,▁불러,0.203092835843563,Other
248,248,5,kobert,왜,0.2031855173408985,Other
249,249,5,kobert,섭,0.2045469684526324,Other
250,250,5,kobert,▁채,0.2055020579136908,Other
251,251,5,kobert,▁이런,0.2058563348837196,Other
252,252,5,kobert,▁의도,0.2074552022386342,Other
253,253,5,kobert,▁자리,0.2075275015085935,Other
254,254,5,kobert,▁남자,0.2078254823572933,Other
255,255,5,kobert,▁진짜,0.2088181537498409,Other
256,256,5,kobert,',0.2093625394627452,Other
257,257,5,kobert,보,0.209409998729825,Other
258,258,5,kobert,인데,0.2099152598530054,Other
259,259,5,kobert,웬,0.2102072976995259,Other
260,260,5,kobert,쪼,0.2102476423606276,Other
261,261,5,kobert,▁괜찮,0.2114846180193126,Other
262,262,5,kobert,▁바꿔,0.2130647394806146,Other
263,263,5,kobert,▁완벽,0.2147908043116331,Other
264,264,5,kobert,▁남자친구,0.2151764933951199,Other
265,265,5,kobert,▁깜짝,0.2191918591270223,Other
266,266,5,kobert,▁얼굴,0.2231944126542657,Other
267,267,5,kobert,랬,0.2268286114558577,Other
268,268,5,kobert,싸움,0.2284262613393366,Other
269,269,5,kobert,▁잡아,0.2325975278702875,Sentence ending
270,270,5,kobert,▁있었,0.2331457242835313,Other
271,271,5,kobert,▁엄마,0.2357825792860239,Addressee term
272,272,5,kobert,딘,0.2388634434901178,Other
273,273,5,kobert,▁다녀,0.2435509669594466,Other
274,274,5,kobert,났,0.2437598900869488,Other
275,275,5,kobert,▁도와,0.2454401524737477,Other
276,276,5,kobert,▁녹,0.2491157806070987,Other
277,277,5,kobert,며,0.2514554150402546,Other
278,278,5,kobert,▁들어,0.2579048345020662,Sentence ending
279,279,5,kobert,놔,0.2687272887366513,Sentence ending
280,280,5,kobert,▁부탁,0.2720136819407344,Other
281,281,5,kobert,▁편,0.2773040570318699,Other
282,282,5,kobert,뭔,0.2808312109555118,Other
283,283,5,kobert,됐,0.2826238770503551,Other
284,284,5,kobert,쏠,0.2850227414164692,Other
285,285,5,kobert,▁35,0.3043211908079684,Other
286,286,5,kobert,여,0.308782760403119,Other
287,287,5,kobert,▁가져,0.3164863707497716,Sentence ending
288,288,5,kobert,졌,0.3209012344595976,Other
289,289,5,kobert,컷,0.365185565315187,Other
290,290,5,kobert,엥,0.3656475031748414,Other
291,291,5,kobert,▁인사,0.3939134590327739,Other
292,292,5,kobert,답,0.3971382342278957,Other
293,293,5,kobert,맞,0.3992943968623876,Other
294,294,5,kobert,▁좋아,0.4018745925277471,Other
295,295,5,kobert,춤,0.4426942598074674,Other
296,296,5,kobert,뻥,0.4578449944965541,Other
297,297,5,kobert,람,0.4600551080269118,Other
298,298,5,kobert,▁없어,0.4659503906732425,Sentence ending
299,299,5,kobert,밝,0.4669111222028732,Other
300,300,5,multi,으,0.0554933270540516,Other
301,301,5,multi,있,-0.0556663712308768,Other
302,302,5,multi,하루,0.0562992240302264,Other
303,303,5,multi,검토,-0.0566095635294914,Other
304,304,5,multi,커피 ,0.0566793729085475,Other
305,305,5,multi,처럼 ,0.0573450718075037,Other
306,306,5,multi,런 ,-0.0573917850852012,Other
307,307,5,multi,알,0.0575151503532348,Other
308,308,5,multi,띠,-0.0575222307816147,Other
309,309,5,multi,가,0.057893982959416,Other
310,310,5,multi,방법,-0.0581973232328891,Other
311,311,5,multi,륭,0.0601947447285056,Other
312,312,5,multi,정리 ,0.0603532512322999,Other
313,313,5,multi,겠,-0.0605788566981573,Other
314,314,5,multi,보험 ,0.0608036836492829,Other
315,315,5,multi,올 ,0.0608216901600826,Other
316,316,5,multi,토 ,-0.0609978812281042,Other
317,317,5,multi,뚜,0.0610708300955593,Other
318,318,5,multi,찾,-0.061086390633136,Other
319,319,5,multi,냄새 ,0.0629194639113848,Other
320,320,5,multi,진 ,0.0631166695384308,Other
321,321,5,multi,하지,0.0639458345249295,Other
322,322,5,multi,궁금,-0.0651845239893494,Other
323,323,5,multi,딘,0.066668776795268,Other
324,324,5,multi,참고 ,-0.0667893377831205,Other
325,325,5,multi,찬,-0.0671725943684578,Other
326,326,5,multi,튼 ,0.0673258043825626,Other
327,327,5,multi,먹을 ,-0.069139877683483,Other
328,328,5,multi,연락,-0.0696812099922681,Other
329,329,5,multi,새 ,0.0723900124430656,Other
330,330,5,multi,셔,-0.0755408668769632,Other
331,331,5,multi,군,0.0792065411806106,Other
332,332,5,multi,소,-0.0799170068639796,Other
333,333,5,multi,해,0.0816830305893745,Sentence ending
334,334,5,multi,맞춤,-0.0828780680894851,Other
335,335,5,multi,끼,0.0843424295944714,Other
336,336,5,multi,괜찮,-0.086748544126749,Other
337,337,5,multi,팀 ,-0.0868699759666924,Other
338,338,5,multi,이나 ,-0.0894696979861085,Other
339,339,5,multi,여부 ,-0.0897570848173927,Other
340,340,5,multi,아이,0.0904778875410556,Other
341,341,5,multi,들이,-0.0912506819695408,Other
342,342,5,multi,심사 ,-0.0924602402374148,Other
343,343,5,multi,보,-0.0926599517464637,Other
344,344,5,multi,쩌,0.0931296495291462,Other
345,345,5,multi,업체,-0.09332737326622,Other
346,346,5,multi,하신 ,-0.0942001333460211,Sentence ending
347,347,5,multi,싶다,-0.1000500544905662,Sentence ending
348,348,5,multi,스,-0.1012201588600874,Other
349,349,5,multi,여기서 ,-0.1012515674374299,Other
350,350,5,multi,볼,0.1027587200514972,Other
351,351,5,multi,람,0.1082321163266897,Other
352,352,5,multi,졸,0.1120460447582445,Other
353,353,5,multi,프,-0.1131606688722968,Other
354,354,5,multi,질 ,0.1137492726556956,Other
355,355,5,multi,울,0.1139687886461615,Other
356,356,5,multi,니 ,-0.1147706504016241,Sentence ending
357,357,5,multi,책임,0.1156887928955257,Other
358,358,5,multi,그럼 ,-0.1184460805816343,Other
359,359,5,multi,씨,-0.1187629036199571,Other
360,360,5,multi,도와 ,-0.1191915911622345,Other
361,361,5,multi,영업,-0.1199294766411185,Other
362,362,5,multi,이라는 ,0.1200227132067084,Other
363,363,5,multi,선 ,-0.12007916012044,Other
364,364,5,multi,요 ,-0.1203051106640487,Sentence ending
365,365,5,multi,훌,-0.1207095473073422,Other
366,366,5,multi,끈 ,0.1237344639375805,Other
367,367,5,multi,좋겠,-0.1237816493958234,Other
368,368,5,multi,토,-0.1238121868227608,Other
369,369,5,multi,편,-0.1246680791955441,Other
370,370,5,multi,시작했다,-0.1321866270154714,Sentence ending
371,371,5,multi,가져,-0.136143347768666,Sentence ending
372,372,5,multi,네 ,-0.1376246570807779,Honorific marker
373,373,5,multi,분이,-0.1396788243309856,Honorific marker
374,374,5,multi,각,0.1410162064130418,Other
375,375,5,multi,네,-0.1454248107794755,Honorific marker
376,376,5,multi,재미있,-0.161188893020153,Other
377,377,5,multi,부탁,-0.1627468722872436,Other
378,378,5,multi,냐,-0.1805992427916862,Sentence ending
379,379,5,multi,여,-0.189609766860182,Other
380,380,5,multi,축하,-0.1926521426842858,Other
381,381,5,multi,아무,-0.1929016110952943,Other
382,382,5,multi,바 ,0.1974450202396838,Other
383,383,5,multi,튼,0.222680069040507,Other
384,384,5,multi,며,0.2235094914212823,Other
385,385,5,multi,었다,-0.2250888511534867,Sentence ending
386,386,5,multi,겠다,-0.2521404398139566,Sentence ending
387,387,5,multi,면서,0.2572484439890559,Other
388,388,5,multi,저는,-0.2778294430190726,Addressee term
389,389,5,multi,오늘은 ,-0.279917185252998,Other
390,390,5,multi,하시는 ,-0.2905604025827415,Sentence ending
391,391,5,multi,녹,0.2947994829155504,Other
392,392,5,multi,예,-0.306553310729214,Honorific marker
393,393,5,multi,았다,-0.3083504552196245,Sentence ending
394,394,5,multi,잘 ,-0.3140412168577313,Other
395,395,5,multi,시간,0.3187820189959893,Other
396,396,5,multi,의무,0.3672574069350958,Other
397,397,5,multi,같다,-0.4128602438340749,Sentence ending
398,398,5,multi,니까,-0.4479228883266917,Other
399,399,5,multi,인사,-0.4802417057217099,Other
400,400,4,kobert,▁열심히,0.0795749943354167,Other
401,401,4,kobert,목,0.0798488614382222,Other
402,402,4,kobert,줌,0.0806332761058001,Other
403,403,4,kobert,을,0.0810471620152384,Other
404,404,4,kobert,큼,0.0814715398300904,Other
405,405,4,kobert,▁있었,0.0820445285062305,Other
406,406,4,kobert,앙,0.0821513689879793,Other
407,407,4,kobert,▁요,0.0825212968532772,Sentence ending
408,408,4,kobert,러,0.0826799103815574,Other
409,409,4,kobert,이라고,0.0829525529989041,Other
410,410,4,kobert,▁줄,0.0833258189959451,Other
411,411,4,kobert,▁그런,0.0835756327578565,Other
412,412,4,kobert,▁아니,0.0839471116632921,Other
413,413,4,kobert,▁아이,0.0852784193120896,Other
414,414,4,kobert,▁내,0.0854184768395498,Other
415,415,4,kobert,거,0.0854298753450469,Other
416,416,4,kobert,▁대,0.0860353022774991,Other
417,417,4,kobert,서,0.0861234513383048,Other
418,418,4,kobert,포,0.0870972718694247,Other
419,419,4,kobert,▁친구,0.0875399827491492,Other
420,420,4,kobert,얼,0.0890281993197277,Other
421,421,4,kobert,▁응,0.0906913660001009,Other
422,422,4,kobert,▁못,0.090952168230918,Other
423,423,4,kobert,래,0.091747137659695,Other
424,424,4,kobert,스크,0.091752189269755,Other
425,425,4,kobert,기,0.095033397024963,Other
426,426,4,kobert,▁내리,0.0960278857382945,Other
427,427,4,kobert,▁그렇게,0.0962511082470882,Other
428,428,4,kobert,어,0.0982737355370773,Other
429,429,4,kobert,▁매,0.0988188853953033,Other
430,430,4,kobert,점,0.0992962715681642,Other
431,431,4,kobert,가,0.0994779445405583,Other
432,432,4,kobert,박,0.1000476154731586,Other
433,433,4,kobert,▁타이,0.1008347744937054,Other
434,434,4,kobert,▁아,0.1012817450464353,Other
435,435,4,kobert,크,0.1018910542479716,Other
436,436,4,kobert,▁부,0.103731939670979,Other
437,437,4,kobert,밍,0.1043191813514567,Other
438,438,4,kobert,▁막,0.1046358954627066,Other
439,439,4,kobert,를,0.1090796421121922,Other
440,440,4,kobert,▁같,0.109905064535269,Other
441,441,4,kobert,▁박,0.111465371446684,Other
442,442,4,kobert,해서,0.1114870195742696,Other
443,443,4,kobert,▁않,0.1123353639668494,Other
444,444,4,kobert,에도,0.1132522253319621,Other
445,445,4,kobert,▁자,0.1141485950502101,Other
446,446,4,kobert,야,0.1144247427194689,Sentence ending
447,447,4,kobert,이,0.1148453566485032,Other
448,448,4,kobert,▁오늘,0.1160247548250481,Other
449,449,4,kobert,안,0.1161158119793981,Other
450,450,4,kobert,구,0.1163710845006183,Other
451,451,4,kobert,▁보기,0.1171429693931713,Other
452,452,4,kobert,▁여자,0.1178486176067963,Other
453,453,4,kobert,▁많지,0.1184948904556222,Sentence ending
454,454,4,kobert,▁유사,0.1193703608587384,Other
455,455,4,kobert,이다,0.1199187249294482,Sentence ending
456,456,4,kobert,든,0.1215531965572154,Other
457,457,4,kobert,지는,0.1216331102186814,Other
458,458,4,kobert,했,0.1259026174375321,Other
459,459,4,kobert,달,0.1275564231909811,Other
460,460,4,kobert,니,0.1286558576233801,Sentence ending
461,461,4,kobert,▁괜찮,0.1307256268337369,Other
462,462,4,kobert,대,0.1327999432105571,Other
463,463,4,kobert,리,0.1372813487396342,Other
464,464,4,kobert,나,0.142171539413539,Other
465,465,4,kobert,▁다,0.1466574294026941,Sentence ending
466,466,4,kobert,▁회사,0.1488803337560966,Other
467,467,4,kobert,와,0.1538190990686416,Sentence ending
468,468,4,kobert,얘,0.1585873938165605,Addressee term
469,469,4,kobert,네,0.1592146961781401,Honorific marker
470,470,4,kobert,▁저,0.1719805317698046,Other
471,471,4,kobert,났,0.1762159722748038,Other
472,472,4,kobert,튼,0.1787476413883268,Other
473,473,4,kobert,▁건,0.1791582452715374,Other
474,474,4,kobert,하게,0.1884197521721944,Sentence ending
475,475,4,kobert,하,0.1916745288860208,Other
476,476,4,kobert,셨,0.1949739497213158,Honorific marker
477,477,4,kobert,생,0.1958092884160578,Other
478,478,4,kobert,▁입고,0.2004155560862273,Other
479,479,4,kobert,졌,0.2051002995576709,Other
480,480,4,kobert,▁똑같,0.2077097690780647,Other
481,481,4,kobert,▁세트,0.2101029613986611,Other
482,482,4,kobert,디,0.2140565320150926,Other
483,483,4,kobert,▁싸,0.2146919907536357,Other
484,484,4,kobert,표,0.216501361457631,Other
485,485,4,kobert,▁이전,0.2170444435905665,Other
486,486,4,kobert,▁너무,0.2171460194513201,Other
487,487,4,kobert,▁상,0.2180612080264836,Other
488,488,4,kobert,궐,0.2188082954380661,Other
489,489,4,kobert,▁있어,0.2196420556865632,Sentence ending
490,490,4,kobert,▁마,0.2199262002832256,Other
491,491,4,kobert,▁좀,0.2257286889944225,Other
492,492,4,kobert,▁보이,0.2262082391534932,Other
493,493,4,kobert,으면,0.2285478906705975,Other
494,494,4,kobert,▁미,0.2352166549535468,Other
495,495,4,kobert,▁보여,0.2355275708250701,Other
496,496,4,kobert,▁친,0.2590442344080657,Other
497,497,4,kobert,리는,0.292697090189904,Other
498,498,4,kobert,별로,0.3042276574997231,Other
499,499,4,kobert,▁그러,0.3826438707765192,Other
500,500,4,multi,갑,-0.0055438715589843,Other
501,501,4,multi,면,-0.0061522945889009,Other
502,502,4,multi,또 ,0.0063150474899202,Other
503,503,4,multi,버,0.0063160748720179,Other
504,504,4,multi,집 ,-0.0065146978863594,Other
505,505,4,multi,쌓,0.0067212074474127,Other
506,506,4,multi,같은 ,0.0069369937820056,Other
507,507,4,multi,이 ,-0.0077522794592823,Other
508,508,4,multi,씨,-0.007848791705328,Other
